"","x"
"1",0.416965561926844
"2",0.278159529898872
"3",0.469932581979877
"4",0.507194789588101
"5",0.447699666834793
"6",0.36284067843974
"7",0.631271204237558
"8",0.393385075943228
"9",0.209416343924381
"10",0.423994741837564
"11",0.0616829892080568
"12",0.486097876482192
"13",0.821111270515317
"14",0.0374695894008993
"15",0.462564901467258
"16",0.183052496875963
"17",0.366020469127375
"18",0.383907223353567
"19",0.547714503016084
"20",0.463745376380106
"21",0.659180240693045
"22",0.1301855820335
"23",0.449522846280279
"24",0.534541978070497
"25",0.506773891316004
"26",0.331355955932314
"27",0.529401646005594
"28",0.455522563626874
"29",0.597112637679817
"30",0.293792586721218
"31",0.579202281301528
"32",0.476960876384248
"33",0.247369314452968
"34",0.23254363110782
"35",0.411790103679678
"36",0.496362032824299
"37",0.268590028554228
"38",0.626800793254459
"39",0.471879025726973
"40",0.631461428054333
"41",0.470748223696544
"42",0.395012963392634
"43",0.12330898778413
"44",0.341602565877391
"45",0.353380354397277
"46",0.223155687218927
"47",0.412177369158478
"48",0.165407520066952
"49",0.260845060654604
"50",0.449148583369703
"51",0.542698786604176
"52",0.566001614592576
"53",0.23712009281369
"54",0.461380476856566
"55",0.144987051716159
"56",0.371855865004636
"57",0.506020049021729
"58",0.522397084237015
"59",0.565606412591997
"60",0.544966421113001
"61",0.49006873438456
"62",0.097174778179319
"63",0.835684301940173
"64",0.600162588803506
"65",0.53570263366104
"66",0.687976629727105
"67",0.63668750655827
"68",0.441121273384714
"69",0.46754372237899
"70",0.303436933941004
"71",0.438199751172163
"72",0.502167115258197
"73",0.472793327349501
"74",0.394550848509901
"75",0.682800955261521
"76",0.555157914990793
"77",0.449336509522548
"78",0.451318640545743
"79",0.546191747843736
"80",0.419066149679155
"81",0.549261622648342
"82",0.0509413902818346
"83",0.473374981359493
"84",0.521165256973775
"85",0.253214174111737
"86",0.11785175302463
"87",0.0275420042321535
"88",0.487274029084594
"89",0.328084607320633
"90",0.522384347973207
"91",0.55650570644739
"92",0.507431523409994
"93",0.544217774860117
"94",0.274665330631978
"95",0.2105683431362
"96",0.206200295130655
"97",0.475000981463028
"98",0.319471843792483
"99",0.697966437536555
"100",0.477684003071687
"101",0.259818999130956
"102",0.496771437501757
"103",0.29280751614117
"104",0.572797153676315
"105",0.586854652445501
"106",0.268844221770226
"107",0.0840183239653906
"108",0.51810669189207
"109",0.288717839413649
"110",0.298633841907179
"111",0.224215358385495
"112",0.267364585056915
"113",0.540983750183639
"114",0.317178886305137
"115",0.285214299131461
"116",0.447236081380662
"117",0.542653378654559
"118",0.454181434547222
"119",0.24687596466357
"120",0.275308919981317
"121",0.549621648946652
"122",0.433205206025043
"123",0.194078436236717
"124",0.389266612076161
"125",0.350599317780547
"126",0.613394891578896
"127",0.554457960955971
"128",0.463199617268045
"129",0.234098826414627
"130",0.39733321719701
"131",0.300000732597548
"132",0.503756301086746
"133",0.216779773178578
"134",0.683366314784361
"135",0.392170871642341
"136",0.483067458173221
"137",0.530047685145726
"138",0.604927178108184
"139",0.538960984531398
"140",0.412122053345727
"141",0.589302063092962
"142",0.542548664469314
"143",0.347369417807996
"144",0.454314948787202
"145",0.459649273153398
"146",0.369565465673395
"147",0.0472655152392371
"148",0.440164454859646
"149",0.571441346257181
"150",0.626168409967967
"151",0.561458082009652
"152",0.342677252923293
"153",0.429594101626675
"154",0.411545790040276
"155",0.430816653474796
"156",0.225542744331679
"157",0.422196763024436
"158",0.200619762169315
"159",0.23122041291488
"160",0.164228350917861
"161",0.292624038080175
"162",0.590966169677703
"163",0.507558779185238
"164",0.533130113949603
"165",0.505291486563541
"166",0.399367931919599
"167",0.303777581750362
"168",0.689200760283649
"169",0.485729141603724
"170",0.095839165878098
"171",0.463803216804125
"172",0.4562617673398
"173",0.308145082145173
"174",0.585308519587425
"175",0.46961602172465
"176",0.53611499796718
"177",0.49553691595739
"178",0.458003851310737
"179",0.469984611321783
"180",0.5638278470403
"181",0.472993368206348
"182",0.0774137964723691
"183",0.590958253790696
"184",0.0931197584342514
"185",0.232003978775854
"186",0.217148243469224
"187",0.440792757970378
"188",0.582889971249712
"189",0.287655963845136
"190",0.39903622120059
"191",0.284451235706607
"192",0.165286768484397
"193",0.147791721505572
"194",0.495441528989178
"195",0.163032385450558
"196",0.378658055552526
"197",0.392071694277242
"198",0.375252717472162
"199",0.511379616063672
"200",0.0586364513420955
"201",0.477999596443077
"202",0.535008227717774
"203",0.850035537292376
"204",0.540686431576683
"205",0.290037697253432
"206",0.305085672720509
"207",0.462816873322667
"208",0.509685906180648
"209",0.464451703119698
"210",0.46211775526335
"211",0.43962894001226
"212",0.352557352668619
"213",0.321688280771444
"214",0.173112185935992
"215",0.563693363012952
"216",0.597642148299046
"217",0.629379369632244
"218",0.442614824036504
"219",0.339297037583412
"220",0.52701497107603
"221",0.450429012840194
"222",0.146600474117622
"223",0.130534851031685
"224",0.547814458554762
"225",0.246085075188076
"226",0.12272319729308
"227",0.267710592192063
"228",0.378761810258849
"229",0.219243346165975
"230",0.0872232243413627
"231",0.744958218590448
"232",0.417440138624638
"233",0.167913877246717
"234",0.496146545270825
"235",0.0875962098298888
"236",0.124325697361572
"237",0.198204414359604
"238",0.324779251126594
"239",0.355767790559579
"240",0.135576905499365
"241",0.322682440338433
"242",0.455973063393021
"243",0.261126670454695
"244",0.416766695852263
"245",0.393695978408151
"246",0.558454048412439
"247",0.645194965771562
"248",0.23771119401359
"249",0.386333347522185
"250",0.379731549225827
"251",0.482865838006789
"252",0.352191905840444
"253",0.21535615802258
"254",0.482196845596773
"255",0.550542891419511
"256",0.396486619956245
"257",0.431851079347774
"258",0.502110948788267
"259",0.663218878007494
"260",0.101334760366424
"261",0.224006119325233
"262",0.2337917008705
"263",0.447774084264622
"264",0.420031418171321
"265",0.283922337524163
"266",0.509080397024097
"267",0.612642025525138
"268",0.3930440952853
"269",0.117540685578109
"270",0.491317538208347
"271",0.308070206583616
"272",0.534391447264022
"273",0.542655598733692
"274",0.45985369498307
"275",0.394670665236868
"276",0.675057463662247
"277",0.223953170868134
"278",0.387938759932744
"279",0.545184900153124
"280",0.678080776975593
"281",0.565906114958421
"282",0.35451803653894
