"","x"
"1",6.66666666666667
"2",19.4871794871795
"3",6.15384615384615
"4",18.4615384615385
"5",5.12820512820513
"6",9.23076923076923
"7",1.02564102564103
"8",6.66666666666667
"9",6.15384615384615
"10",12.8205128205128
"11",15.8974358974359
"12",10.2564102564103
"13",4.61538461538461
"14",5.64102564102564
"15",6.66666666666667
"16",12.8205128205128
"17",5.64102564102564
"18",11.2820512820513
"19",13.3333333333333
"20",7.69230769230769
"21",6.66666666666667
"22",4.1025641025641
"23",4.1025641025641
"24",11.7948717948718
"25",18.974358974359
"26",10.7692307692308
"27",17.4358974358974
"28",5.64102564102564
"29",14.8717948717949
"30",20
"31",17.4358974358974
"32",5.12820512820513
"33",3.58974358974359
"34",6.66666666666667
"35",4.61538461538461
"36",20
"37",17.9487179487179
"38",5.12820512820513
"39",15.8974358974359
"40",5.64102564102564
"41",4.61538461538461
"42",17.9487179487179
"43",15.8974358974359
"44",1.53846153846154
"45",5.64102564102564
"46",18.4615384615385
"47",7.69230769230769
"48",6.15384615384615
"49",4.1025641025641
"50",17.4358974358974
"51",5.12820512820513
"52",11.7948717948718
"53",5.64102564102564
"54",17.4358974358974
"55",17.9487179487179
"56",2.56410256410256
"57",7.69230769230769
"58",6.66666666666667
"59",3.58974358974359
"60",12.3076923076923
"61",9.23076923076923
"62",15.3846153846154
"63",10.2564102564103
"64",8.71794871794872
"65",6.15384615384615
"66",9.74358974358974
"67",8.2051282051282
"68",7.17948717948718
"69",17.4358974358974
"70",16.4102564102564
"71",2.56410256410256
"72",2.56410256410256
"73",18.974358974359
"74",5.12820512820513
"75",4.1025641025641
"76",17.9487179487179
"77",4.61538461538461
"78",18.974358974359
"79",10.7692307692308
"80",18.4615384615385
"81",5.64102564102564
"82",19.4871794871795
"83",10.2564102564103
"84",16.9230769230769
"85",5.64102564102564
"86",4.1025641025641
"87",15.3846153846154
"88",15.3846153846154
"89",1.53846153846154
"90",3.58974358974359
"91",14.3589743589744
"92",14.8717948717949
"93",10.7692307692308
"94",6.15384615384615
"95",6.66666666666667
"96",5.64102564102564
"97",5.64102564102564
"98",13.8461538461538
"99",19.4871794871795
"100",2.05128205128205
"101",5.12820512820513
"102",6.15384615384615
"103",8.71794871794872
"104",10.7692307692308
"105",12.3076923076923
"106",19.4871794871795
"107",15.8974358974359
"108",9.23076923076923
"109",14.3589743589744
"110",16.4102564102564
"111",19.4871794871795
"112",7.17948717948718
"113",7.17948717948718
"114",7.69230769230769
"115",3.07692307692308
"116",18.974358974359
"117",7.17948717948718
"118",11.7948717948718
"119",8.71794871794872
"120",17.9487179487179
"121",11.7948717948718
"122",3.07692307692308
"123",5.64102564102564
"124",18.4615384615385
"125",7.17948717948718
"126",9.23076923076923
"127",13.3333333333333
"128",4.61538461538461
"129",12.8205128205128
"130",11.7948717948718
"131",12.8205128205128
"132",20
"133",12.8205128205128
"134",5.64102564102564
"135",20
"136",1.53846153846154
"137",14.8717948717949
"138",4.1025641025641
"139",7.17948717948718
"140",8.2051282051282
"141",20
"142",3.58974358974359
"143",4.61538461538461
"144",4.61538461538461
