"","loss_ichimura_1","loss_ichimura_2","loss_ichimura_3","loss_ichimura_4","loss_ichimura_5","loss_ichimura_6","loss_KS_1","loss_KS_2","loss_KS_3","loss_KS_4","loss_KS_5","loss_KS_6"
"1",0.00669421487603305,0.00911111111111111,0.00441873278236914,0.00651790633608815,0.00660238751147842,0.00925619834710743,0.00611937557392103,0.00785491276400367,0.00401285583103765,0.00568962350780532,0.0059742883379247,0.00845913682277318
