"","x"
"1",-0.484848484848485
"2",-0.363636363636364
"3",-0.666666666666667
"4",-0.606060606060606
"5",-0.575757575757576
"6",-0.424242424242424
"7",-0.484848484848485
"8",-0.454545454545455
"9",-0.515151515151515
"10",-0.424242424242424
"11",-0.484848484848485
"12",-0.454545454545455
"13",-0.484848484848485
"14",-0.424242424242424
"15",-0.484848484848485
"16",-0.575757575757576
"17",-0.515151515151515
"18",-0.484848484848485
"19",-0.393939393939394
"20",-0.575757575757576
"21",-0.606060606060606
"22",-0.424242424242424
"23",-0.515151515151515
"24",-0.484848484848485
"25",-0.606060606060606
"26",-0.606060606060606
"27",-0.454545454545455
"28",-0.484848484848485
"29",-0.333333333333333
"30",-0.545454545454545
"31",-0.424242424242424
"32",-0.545454545454545
"33",-0.545454545454545
"34",-0.545454545454545
"35",-0.393939393939394
"36",-0.606060606060606
"37",-0.515151515151515
"38",-0.575757575757576
"39",-0.545454545454545
"40",-0.606060606060606
"41",-0.515151515151515
"42",-0.424242424242424
"43",-0.454545454545455
"44",-0.454545454545455
"45",-0.515151515151515
"46",-0.545454545454545
"47",-0.545454545454545
"48",-0.575757575757576
"49",-0.515151515151515
"50",-0.606060606060606
"51",-0.787878787878788
"52",-0.454545454545455
"53",-0.606060606060606
"54",-0.666666666666667
"55",-0.454545454545455
"56",-0.454545454545455
"57",-0.545454545454545
"58",-0.606060606060606
"59",-0.666666666666667
"60",-0.636363636363636
"61",-0.484848484848485
"62",-0.363636363636364
"63",-0.606060606060606
"64",-0.515151515151515
"65",-0.484848484848485
"66",-0.515151515151515
"67",-0.333333333333333
"68",-0.363636363636364
"69",-0.454545454545455
"70",-0.484848484848485
"71",-0.393939393939394
"72",-0.696969696969697
"73",-0.393939393939394
"74",-0.393939393939394
"75",-0.484848484848485
"76",-0.545454545454545
"77",-0.515151515151515
"78",-0.666666666666667
"79",-0.636363636363636
"80",-0.606060606060606
"81",-0.333333333333333
"82",-0.484848484848485
"83",-0.424242424242424
"84",-0.575757575757576
"85",-0.424242424242424
