"","x"
"1",2.05128205128205
"2",2.05128205128205
"3",1.53846153846154
"4",7.69230769230769
"5",3.58974358974359
"6",1.53846153846154
"7",3.58974358974359
"8",4.61538461538461
"9",11.7948717948718
"10",3.58974358974359
"11",16.4102564102564
"12",3.07692307692308
"13",7.69230769230769
"14",5.12820512820513
"15",2.05128205128205
"16",2.05128205128205
"17",12.3076923076923
"18",2.05128205128205
"19",2.56410256410256
"20",2.05128205128205
"21",1.02564102564103
"22",1.02564102564103
"23",3.07692307692308
"24",9.74358974358974
"25",16.4102564102564
"26",2.56410256410256
"27",8.2051282051282
"28",3.07692307692308
"29",3.58974358974359
"30",6.15384615384615
"31",1.02564102564103
"32",3.07692307692308
"33",4.61538461538461
"34",2.56410256410256
"35",7.69230769230769
"36",4.61538461538461
"37",11.2820512820513
"38",9.74358974358974
"39",6.15384615384615
"40",0
"41",11.7948717948718
"42",6.15384615384615
"43",6.15384615384615
"44",3.58974358974359
"45",6.66666666666667
"46",2.05128205128205
"47",6.15384615384615
"48",6.66666666666667
"49",4.61538461538461
"50",0.512820512820513
"51",4.1025641025641
"52",4.61538461538461
"53",1.02564102564103
"54",3.58974358974359
"55",19.4871794871795
"56",1.53846153846154
"57",4.1025641025641
"58",3.58974358974359
"59",5.64102564102564
"60",12.8205128205128
"61",7.69230769230769
"62",4.61538461538461
"63",18.4615384615385
"64",4.1025641025641
"65",6.66666666666667
"66",1.53846153846154
"67",2.56410256410256
"68",2.56410256410256
"69",2.05128205128205
"70",3.07692307692308
"71",5.12820512820513
"72",3.58974358974359
"73",1.02564102564103
"74",20
"75",4.61538461538461
"76",7.17948717948718
"77",5.64102564102564
"78",9.23076923076923
"79",4.61538461538461
"80",3.58974358974359
"81",10.2564102564103
"82",9.74358974358974
"83",1.53846153846154
"84",2.05128205128205
"85",4.61538461538461
"86",2.05128205128205
"87",3.07692307692308
"88",3.07692307692308
"89",16.4102564102564
"90",13.3333333333333
"91",8.2051282051282
"92",9.74358974358974
"93",3.58974358974359
"94",1.02564102564103
"95",4.61538461538461
"96",5.12820512820513
"97",1.53846153846154
"98",2.05128205128205
"99",4.1025641025641
"100",1.53846153846154
